trip_history_id,trip_origin,trip_destination,trip_mode,actual_origin_latitude,actual_origin_longitude,actual_destination_latitude,actual_destination_longitude,actual_departure_time,actual_arrival_time,actual_travel_time,actual_distance,fuel_economy,fes,average_speed,total_mileage
dc213645-0796-4a85-9dfa-4ff5ccd34435,"8676 Wellford Dr, Ellicott City, MD 21042, USA (39.245352, -76.8531418)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,39.24534988,-76.85313416,39.00251389,-76.91529083,2018-06-16 01:05:24+00,2018-06-16 01:36:59+00,31,32474,31.80463235,99,37.52025772,20.20146452
705224e1-0de0-4abc-9ddb-0f50163c4d5d,"Engineering Drive (38.9913983457154, -76.9381919503928)","UNIQLO Tysons Corner (38.9175293, -77.2197986)",drive,38.99153023,-76.93823922,38.91683411,-77.22125341,2018-06-16 19:43:40.455+00,2018-06-16 20:28:55.313+00,45,37097.53269,25.77459279,54.99095089,31.85032188,23.03199607
fb46c226-5a12-474a-87ea-94a5d58eb06e,"4771 Sellman Rd, Beltsville, MD 20705, USA (39.033907, -76.9097465)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,39.03297043,-76.90948486,39.00253296,-76.91583252,2018-06-17 21:20:30+00,2018-06-17 21:30:23+00,9,7117,25.70802791,99,29.35610927,4.424839072
4be716aa-d630-419e-9f7d-8aedd2c4f98f,"6880 Frontier Dr, Springfield, VA 22150, USA (38.767215166732, -77.1704359910598)","4800 Mark Center Drive (38.8310365, -77.1170551)",drive,38.76681084,-77.17012887,38.83165703,-77.11857356,2018-06-20 13:04:16.526+00,2018-06-20 13:23:57.399+00,19,11925.76897,23.36085687,70.39756375,27.31864656,7.406244503
1da85a77-2a3a-4f39-ba5d-a42e5940d360,"5340 S Center Dr, Greenbelt, MD 20770, USA (39.0025313, -76.9152429)","8300 Baltimore Avenue (38.992541, -76.933663)",drive,39.0025177,-76.91529846,38.99293518,-76.93392181,2018-06-20 13:14:01+00,2018-06-20 13:28:53+00,14,2783,20.63527157,95.92725493,14.75482985,1.731950598
962ca358-5127-4427-9168-79c57b5fe74e,"9530 Baltimore Ave, College Park, MD 20740, USA (39.0105814, -76.9305124)","Kruba Thai and Sushi (38.8739496, -77.0017937)",drive,39.0105629,-76.9305191,38.87485123,-77.00058746,2018-06-21 23:41:45+00,2018-06-22 00:15:25+00,33,21050,26.89970021,99,29.40929351,13.09798617
35c17ced-8ba8-4b6d-b7b3-113c3e288de9,"1701 Maryland Ave NE, Washington, DC 20002, USA (38.9018544, -76.9785871)","Home (39.0108781, -76.9307259)",drive,38.90185928,-76.97857666,39.01074982,-76.92909241,2018-06-22 00:57:03+00,2018-06-22 01:17:52+00,20,21124,30.02878007,99,43.69787725,13.12936842
814282df-ce58-4357-934d-18bf00f49ca6,"8210 S Channel Dr, Greenbelt, MD 20770, USA (39.0029474, -76.9151305)","932 Hungerford Drive (39.0978421, -77.1542908)",drive,39.00157166,-76.91713715,39.09789658,-77.15422058,2018-06-22 16:49:29+00,2018-06-22 17:43:36+00,54,30251,34.03264189,99,12.79576066,18.77798603
97c728bc-51e5-4475-a1af-2655a80fb1f5,"9530 Baltimore Ave, College Park, MD 20740, USA (39.0106112, -76.9305093)","11b (38.9936563, -76.9363982)",drive,39.01065445,-76.93035126,38.99473953,-76.93737793,2018-06-22 16:59:18+00,2018-06-22 17:06:36+00,6,3122,28.32655986,99,31.49547302,1.939401115
438f30bc-1281-43a1-b28a-18f1b91af922,"4065 University Blvd E, College Park, MD 20740, USA (39.0013002, -76.9346988)","Home (39.0108781, -76.9307259)",drive,39.00139618,-76.93264008,39.01075363,-76.9291687,2018-06-23 04:51:22+00,2018-06-23 04:53:58+00,2,2131,28.55156692,99,30.74803917,1.326490611
64f5a6bd-d9db-44ef-ab2a-17ee158e2f6a,"5301 Smiths Cove Ln, Greenbelt, MD 20770, USA (39.0025501, -76.9152025)","10925 Baltimore Ave, Beltsville, MD 20705, USA (39.0324271, -76.9079331)",drive,39.00341034,-76.91492462,39.03256607,-76.90964508,2018-06-23 14:12:17+00,2018-06-23 14:21:05+00,8,5531,22.76350194,60.22982027,24.0867102,3.440873968
8dde45b5-5927-44a3-9b0b-309cecded0c9,"4771 Sellman Rd, Beltsville, MD 20705, USA (39.0340014, -76.9099514)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,39.03287506,-76.90930939,39.00249481,-76.91579437,2018-06-23 14:41:06+00,2018-06-23 14:56:24+00,15,7335,24.13238211,83.52990818,25.16121547,4.563907417
3dc10eda-a009-4e35-9842-5895a329ca3e,"Indian Ln, College Park, MD 20740, USA (39.010064, -76.930336)","Verizon (39.0224228, -76.9259037)",drive,39.01059723,-76.93050385,39.02112961,-76.92549133,2018-06-23 23:21:20+00,2018-06-23 23:25:42+00,4,1502,15.36579232,20,18.66758,0.934352706
737b86e5-6c97-4e96-8eb9-0fc81df306d1,"C2 Milestone Way, College Park, MD 20740, USA (39.0226573, -76.9255981)","Home (39.0108781, -76.9307259)",drive,39.02264786,-76.92557526,39.01077271,-76.92918396,2018-06-23 23:33:50+00,2018-06-23 23:38:03+00,4,1593,21.07786866,99,19.41553302,0.992969442
c52a261a-4c89-4c73-8a48-2cb7e997f9fa,"8200 South Channel Drive (39.0026139188921, -76.9153098576487)","H Mart (39.0523537, -77.0495875)",drive,39.00367683,-76.91509746,39.05191259,-77.05116873,2018-06-25 00:07:09.794+00,2018-06-25 00:28:09.199+00,20,18958.46861,26.30366178,66.74803952,35.23963807,11.77086611
2d3a030a-c9e2-42c0-992b-bfd878499f95,"12019 Georgia Avenue (39.0522665949902, -77.0501758531453)","5342 N Center Dr (39.0024313, -76.9156795)",drive,39.05228705,-77.05024894,39.00158924,-76.91696017,2018-06-25 00:41:44.882+00,2018-06-25 01:04:59.172+00,23,21552.57835,27.39363982,90.9697737,38.57749788,13.37833862
a335d05a-7c52-4975-a25d-53aac3bd1cc7,"5316 S Center Dr, Greenbelt, MD 20770, USA (39.0025259, -76.9152254)","387 Technology Dr, College Park, MD 20740, USA (38.9924201965332, -76.9387359619141)",drive,39.00270462,-76.91526031,38.99316025,-76.93733215,2018-06-25 12:53:55+00,2018-06-25 13:00:15+00,6,4098,21.61297016,40.64630062,26.05983676,2.544900038
706073f2-a2ae-46e1-9914-a03650766895,"9426 Baltimore Ave, College Park, MD 20740, USA (39.0093696, -76.9290815)","11b (38.9936563, -76.9363982)",drive,39.00524139,-76.93029022,38.9947052,-76.93733978,2018-06-27 15:06:35+00,2018-06-27 15:10:03+00,3,2228,26.99452583,82.10057397,30.72716708,1.384832939
fe22fb8c-96ff-4147-80be-a534d064b752,"10211 Baltimore Ave, College Park, MD 20740, USA (39.0219446, -76.9246068)","ALDI (39.0329613, -76.9120013)",drive,39.02194214,-76.92460632,39.03169632,-76.91208649,2018-06-29 00:06:26+00,2018-06-29 00:11:37+00,5,1646,19.1503179,73.08181385,16.98001139,1.028144976
7612b8ef-1f09-4a46-8fb8-5859ae6bfef6,"9530 Baltimore Ave, College Park, MD 20740, USA (39.0105794, -76.9305226)","College Park Metro Station Kiss And Ride (38.9791692, -76.9274295)",drive,39.01081848,-76.93037415,38.98028183,-76.92720032,2018-06-30 14:40:39+00,2018-06-30 14:55:31+00,8,4040,25.84452329,99,27.3882254,2.514954819
494b8b3a-69a8-4e0f-ade4-d6d279f556e5,"D St SW & 10th St SW, Washington, DC 20024, USA (38.884738, -77.0257798)","Sofitel Washington DC Lafayette Square (38.9005413, -77.0339531)",drive,38.88471222,-77.02585602,38.89928436,-77.03342438,2018-07-01 02:02:08+00,2018-07-01 02:09:30+00,7,2202,14.73888409,20,15.3953731,1.373971256
ecbd603d-561a-4b12-9f62-d5d320f1d7cd,"5236 42nd Street Northwest (38.9584799716612, -77.0822429192039)","Beauvoir, The National Cathedral Elementary School (38.9298955, -77.0677969)",drive,38.95854351,-77.08211015,38.93106275,-77.06857751,2018-07-02 19:14:53.867+00,2018-07-02 19:25:57.316+00,11,3777.706896,19.27871342,75.05712955,17.17869763,2.348942212
81ddcd48-59c9-4853-b3a1-5b7e9c5176a6,"3500 Woodley Road Northwest (38.9303844189634, -77.0675452519926)","Giant Gas Station (38.9946771, -77.0778967)",drive,38.93038442,-77.06754525,38.99353473,-77.07708361,2018-07-02 19:36:51.614+00,2018-07-02 19:55:57.273+00,19,8281.214954,19.78973083,82.91893579,18.09336998,5.150176948
0401d4aa-eeca-437c-8a4d-f3a6289a4760,"3065 Oliver Street Northwest (38.9667003974681, -77.0598349069031)","Beauvoir, The National Cathedral Elementary School (38.9298955, -77.0677969)",drive,38.9667004,-77.05983491,38.9310609,-77.06857717,2018-07-03 12:16:22.607+00,2018-07-03 12:31:33.32+00,15,5928.788663,18.86748107,68.73047794,17.43466749,3.684339073
0e6ad030-bb0b-44ef-85af-4f2511698eaa,"South Road (38.930392591319, -77.0688630548092)","Ronald Reagan Washington National Airport (DCA) (38.851242, -77.0402315)",drive,38.93039259,-77.06886305,38.85316063,-77.04446105,2018-07-03 12:42:04.167+00,2018-07-03 13:08:30.679+00,26,14323.33064,25.48002272,99,25.73525881,8.896667469
9eb738ea-60f6-45ab-b9c2-32fa1f16fea0,"2400 South Smith Boulevard (38.8525607111294, -77.0438190177801)","1301 K Street Northwest (38.9029463, -77.0308554)",drive,38.85266224,-77.04519277,38.90188373,-77.03189333,2018-07-03 15:43:38.095+00,2018-07-03 15:58:27.506+00,14,6641.065195,23.40013742,71.06616883,20.86868812,4.129673062
9b99f9b8-f3be-43a1-b9fc-e8b4f82a57ed,"1315 K Street Northwest (38.9026413789054, -77.0308176619841)","Beauvoir, The National Cathedral Elementary School (38.9298955, -77.0677969)",drive,38.90267821,-77.03092462,38.9291986,-77.06637867,2018-07-03 21:04:45.268+00,2018-07-03 21:20:14.382+00,15,5084.506194,18.6371305,65.18662309,14.58844732,3.157619317
16284ac8-32f8-4f0d-b8a3-5d1f6203eb0c,"4043 Wisconsin Avenue (38.9419116775362, -77.0763007512104)","3067 Oliver Street Northwest (38.9668467, -77.0598343)",drive,38.94529615,-77.07821524,38.96649733,-77.06144324,2018-07-03 22:04:22.195+00,2018-07-03 22:10:52.226+00,6,2862.311928,20.02749477,86.57684266,18.61513685,1.77928478
326c798f-44ee-4f64-9639-4326fe001911,"5026 Dana Place Northwest (38.9259437704821, -77.1002841275903)","National Postal Museum (38.8980972, -77.0082378)",drive,38.92595722,-77.10024524,38.89773841,-77.00981677,2018-07-04 16:49:51.975+00,2018-07-04 17:22:52.22+00,33,11026.40548,19.45451732,77.76180487,16.46310621,6.842322133
355da4cb-6ea0-4a09-8ae7-7eeebcc594c3,"1301 K Street Northwest (38.9030301844786, -77.030258384409)","3067 Oliver Street Northwest (38.9668467, -77.0598343)",drive,38.90303328,-77.03025425,38.96574432,-77.05893479,2018-07-05 21:34:41.762+00,2018-07-05 21:59:31.249+00,24,10565.85849,21.49229324,99,18.16489117,6.56561868
dd8efc21-ea6b-4d31-aaf1-d222d6876112,"3065 Oliver Street Northwest (38.9666794008007, -77.0597246848764)","Beauvoir, The National Cathedral Elementary School (38.9298955, -77.0677969)",drive,38.96666633,-77.05963232,38.93108639,-77.06858185,2018-07-06 12:10:11.411+00,2018-07-06 12:22:07.173+00,11,5920.227751,19.9450399,85.30830621,18.3486639,3.679059808
c59e9745-9ed0-47fd-ae12-958acc68d577,"South Road (38.9306256501367, -77.0689772163304)","1301 K Street Northwest (38.9029463, -77.0308554)",drive,38.93062565,-77.06897722,38.90397768,-77.03193479,2018-07-06 12:39:53.551+00,2018-07-06 13:00:23.347+00,20,5421.046892,17.55945093,48.60693739,14.95822773,3.36678216
af00386b-80ec-4713-9d8b-cba48d7238bc,"1301 K Street Northwest (38.9026133129994, -77.0306934743649)","ZIPS Dry Cleaners (38.9472117, -77.0655434)",drive,38.90271771,-77.03062688,38.9460864,-77.06462806,2018-07-06 22:03:29.582+00,2018-07-06 22:21:46.408+00,18,6444.750318,20.68891476,96.75253479,17.9428223,4.004484188
3a19a74d-481c-421c-aeb5-90b99320fc9a,"3060 Oliver Street Northwest (38.9666464599212, -77.0597555302801)","Citibank (38.954964, -77.082457)",drive,38.96664646,-77.05975553,38.95470257,-77.08086672,2018-07-07 12:51:47.794+00,2018-07-07 12:59:09.289+00,7,2653.081887,16.12543964,26.54522519,16.36735377,1.647602811
9d6ffe9f-3b25-4cf3-b053-400b903e1d10,"3065 Oliver Street Northwest (38.9667218132307, -77.0598043129566)","Chevy Chase Library (38.9911721, -77.0765884)",drive,38.96672181,-77.05980431,38.98991855,-77.07708832,2018-07-08 17:56:22.856+00,2018-07-08 18:03:44.28+00,7,3873.93928,21.49281987,38.60118922,21.41673013,2.407697585
a8306330-7473-40e6-a603-a042490a4513,"1301 K Street Northwest (38.9026497293917, -77.0297625946168)","3067 Oliver Street Northwest (38.9668467, -77.0598343)",drive,38.90262029,-77.02975802,38.96682277,-77.06009423,2018-07-09 21:02:51.115+00,2018-07-09 22:29:31.833+00,86,11622.91983,19.71598545,81.78439161,13.85500193,7.217748008
8f30079f-7162-4d52-971c-2ece7b93face,"Saint Marys Street (39.0325114550432, -76.9090820197732)","5342 S Center Dr (39.002088, -76.914318)",drive,39.03253991,-76.90904791,39.00253152,-76.9159158,2018-07-09 22:30:19.948+00,2018-07-09 22:45:53.187+00,15,7226.931101,21.59825951,40.39590647,20.18706425,4.4899428
1d7faba1-fd61-4fe4-96ef-7b840a4ee235,"5316 South Center Drive (39.0025238118793, -76.9151638292399)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.00253861,-76.91517332,38.99313093,-76.93726458,2018-07-10 13:02:31.689+00,2018-07-10 13:15:04.117+00,12,4282.118595,21.77334021,99,17.78705492,2.658331792
8c7e3540-6ee3-4a71-99c6-16a69898038f,"5316 South Center Drive (39.0025116647309, -76.9151847582422)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.00260017,-76.91517994,38.99310339,-76.93726404,2018-07-13 12:42:49.339+00,2018-07-13 12:51:37.144+00,8,4263.41512,21.15340048,32.82383803,20.87697197,2.646843572
